19demarzo/19demarzo_0000.wav|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|5.88
19demarzo/19demarzo_0579.wav|Si con un punado de gente gritona traida de los pueblos y de las Vistillas de Madrid se puede obligar al rey a que haga una cosa|Si con un punado de gente gritona traida de los pueblos y de las Vistillas de Madrid se puede obligar al rey a que haga una cosa|6.84
19demarzo/19demarzo_0580.wav|no se para que se toma ese senor el trabajo de llevar corona en la cabeza. -Dices bien Gabrielillo|no se para que se toma ese senor el trabajo de llevar corona en la cabeza. -Dices bien Gabrielillo|7.23
19demarzo/19demarzo_0581.wav|y si el condenado generalisimo estuviera seguro de que la tropa le sostenia ya podian volverse a sus casas todos esos caballeros que han venido a darle una serenata|y si el condenado generalisimo estuviera seguro de que la tropa le sostenia ya podian volverse a sus casas todos esos caballeros que han venido a darle una serenata|8.91
19demarzo/19demarzo_0582.wav|pero tu no sabes de la misa la media. Tambien han repartido dineroa la tropa -anadio bajando la voz-|pero tu no sabes de la misa la media. Tambien han repartido dineroa la tropa -anadio bajando la voz-|7.2
19demarzo/19demarzo_0583.wav|y como el principe de Asturias tiene no se cuantas arcas llenas de onzas de oro que le ha ido dando su padre para juguetes... ya ves...|y como el principe de Asturias tiene no se cuantas arcas llenas de onzas de oro que le ha ido dando su padre para juguetes... ya ves...|7.83
19demarzo/19demarzo_0584.wav|S. A. hara lo que le de la gana porque le ayudan todos los senores de la grandeza muchos obispos muchos generales|Su Alteza hara lo que le de la gana porque le ayudan todos los senores de la grandeza muchos obispos muchos generales|7.04
19demarzo/19demarzo_0585.wav|y hasta los mismos ministros que ahora tiene el Rey. -Eso si que es una grandisima picardia -exclame con ira-.|y hasta los mismos ministros que ahora tiene el Rey. -Eso si que es una grandisima picardia -exclame con ira-.|8.18
19demarzo/19demarzo_0586.wav|Son ministros del Rey son companeros del otro a quien sin duda deben los zapatos con que se calzan|Los ministros del Rey son companeros del otro a quien sin duda deben los zapatos con que se calzan|5.7
19demarzo/19demarzo_0587.wav|y al mismo tiempo le hacen la mamola al nino Fernando porque ven que el pueblo le quiere y dicen: «Por fas o nefas|y al mismo tiempo le hacen la mamola al nino Fernando porque ven que el pueblo le quiere y dicen: Por fas o nefas|7.08
19demarzo/19demarzo_0588.wav|por la mano derecha o por la izquierda no ha de tardar en sentarse en el trono».|por la mano derecha o por la izquierda no ha de tardar en sentarse en el trono .|6.63
19demarzo/19demarzo_0589.wav|Con este dialogo llegamos a la taberna y alli nos sentamos pidiendo Lopito para si aguardiente de Chinchon y yo tintillo de Arganda.|Con este dialogo llegamos a la taberna y alli nos sentamos pidiendo Lopito para si aguardiente de Chinchon y yo tintillo de Arganda.|9.06
19demarzo/19demarzo_0590.wav|No estabamos solos en aquella academia de buenas costumbres porque cerca de la mesa en que nosotros perfeccionabamos nuestra naturaleza fisica y moral|No estabamos solos en aquella academia de buenas costumbres porque cerca de la mesa en que nosotros perfeccionabamos nuestra naturaleza fisica y moral|7.56
19demarzo/19demarzo_0591.wav|se veian hasta dos docenas de caballeros en cuyas fisonomias reconoci a algunos famosos Hercules y Teseos de Lavapies|se veian hasta dos docenas de caballeros en cuyas fisonomias reconoci a algunos famosos Hercules y Teseos de Lavapies|6.83
19demarzo/19demarzo_0592.wav|de aquellos que invoco con epico acento el poeta al decir:|de aquellos que invoco con epico acento el poeta al decir:|4.06
19demarzo/19demarzo_0593.wav|Grandes invencibles heroes que en los ejercitos diestros de borrachera rapina gateria y vituperio fatigais las faltriqueras...|Grandes invencibles heroes que en los ejercitos diestros de borrachera rapina gateria y vituperio fatigais las faltriqueras...|10.05
19demarzo/19demarzo_0594.wav|Entre estos hombres vi otros de figura extrana y tan astrosos y con tanto andrajo cubiertos que daba lastima verlos.|Entre estos hombres vi otros de figura extrana y tan astrosos y con tanto andrajo cubiertos que daba lastima verlos.|8.7
19demarzo/19demarzo_0595.wav|Estos -me dijo Lopito satisfaciendo mi curiosidad- son lo mejorcito de Zocodover de Toledo|Estos -me dijo Lopito satisfaciendo mi curiosidad- son lo mejorcito de Zocodover de Toledo|6.01
19demarzo/19demarzo_0596.wav|donde ejercitan su destreza en el aligeramiento de bolsillos y alivio de caminantes.|donde ejercitan su destreza en el aligeramiento de bolsillos y alivio de caminantes.|6.31
19demarzo/19demarzo_0597.wav|Tambien entraron en las tabernas muchos soldados de caballeria y al poco rato se habia entablado conversacion tan viva que no era posible entender ni una palabra si palabras pueden llamarse las vociferaciones y juramentos de aquella gente.|Tambien entraron en las tabernas muchos soldados de caballeria y al poco rato se habia entablado conversacion tan viva que no era posible entender ni una palabra si palabras pueden llamarse las vociferaciones y juramentos de aquella gente.|13.37
19demarzo/19demarzo_0598.wav|Unos sostenian que la familia real partiria aquella misma tarde y otros que el Rey no habia pensado en tal viaje.|Unos sostenian que la familia real partiria aquella misma tarde y otros que el Rey no habia pensado en tal viaje.|7.63
19demarzo/19demarzo_0599.wav|Pronto se disiparon las dudas porque corrio la voz de que S. M. dirigia la voz a sus subditos por medio de una proclama que al punto se fijo en todos los sitios publicos.|Pronto se disiparon las dudas porque corrio la voz de que Su Majestad dirigia la voz a sus subditos por medio de una proclama que al punto se fijo en todos los sitios publicos.|10.49
19demarzo/19demarzo_0600.wav|En ella despues de llamar vasallos a los espanoles decia el buen Carlos IV que la noticia del viaje era invencion de la malicia que no habia que temer nada de los franceses|En ella despues de llamar vasallos a los espanoles decia el buen Carlos cuarto que la noticia del viaje era invencion de la malicia que no habia que temer nada de los franceses|9.66
19demarzo/19demarzo_0601.wav|nuestros queridos amigos y aliados|nuestros queridos amigos y aliados|2.06
19demarzo/19demarzo_0602.wav|y que el era muy dichoso en el seno de su familia y de su pueblo al cual conceptuaba asimismo como empachado de prosperidad y bienaventuranza al amparo de paternales instituciones.|y que el era muy dichoso en el seno de su familia y de su pueblo al cual conceptuaba asimismo como empachado de prosperidad y bienaventuranza al amparo de paternales instituciones.|11.8
19demarzo/19demarzo_0603.wav|La mayor parte de los heroes de Zocodover y las Vistillas no parecian inclinados a dar credito a laregia palabra|La mayor parte de los heroes de Zocodover y las Vistillas no parecian inclinados a dar credito a laregia palabra|6.56
19demarzo/19demarzo_0604.wav|antes bien se burlaban de cuantos acudian a leerla anadiendo: -No se nos enganara. A mi con esas... Aspacito Sr. D. Carlos|antes bien se burlaban de cuantos acudian a leerla anadiendo: -No se nos enganara. A mi con esas... Aspacito Senor Don Carlos|8.85
19demarzo/19demarzo_0605.wav|que ya lo arreglaremos. Cuando fui a casa encontre a D. Celestino loco de alegria: paseaba con la sotana suelta por su habitacion|que ya lo arreglaremos. Cuando fui a casa encontre a Don Celestino loco de alegria: paseaba con la sotana suelta por su habitacion|9.4
19demarzo/19demarzo_0606.wav|y aunque no estaba presente ni aun en sombra el picaro sacristan mi amigo proferia con desaforado acento estas palabras: -¿Lo ves malvado Santurrias?|y aunque no estaba presente ni aun en sombra el picaro sacristan mi amigo proferia con desaforado acento estas palabras: -¿Lo ves malvado Santurrias?|9.48
19demarzo/19demarzo_0607.wav|¿Lo ves tunante borracho mal acolito que no sabes mas que juntar gotas de aceite y mocos de vela para venderlo en pelotillas?|¿Lo ves tunante borracho mal acolito que no sabes mas que juntar gotas de aceite y mocos de vela para venderlo en pelotillas?|8.48
19demarzo/19demarzo_0608.wav|¿Ves como yo tenia razon? ¿Ves como los Reyes no han pensado nunca en semejante viaje? Si que ahi estan esos senores en el trono para darte gusto a ti|¿Ves como yo tenia razon? ¿Ves como los Reyes no han pensado nunca en semejante viaje? Si que ahi estan esos senores en el trono para darte gusto a ti|9.99
19demarzo/19demarzo_0609.wav|perfido sacristan escurridor de lamparas y ganzua de cepillos.|perfido sacristan escurridor de lamparas y ganzua de cepillos.|4.87
19demarzo/19demarzo_0610.wav|¿No bastaba que lo dijera yo que soy amigo de Su Alteza Serenisima y tengo estudios para comprender lo que conviene al interes de la nacion?|¿No bastaba que lo dijera yo que soy amigo de Su Alteza Serenisima y tengo estudios para comprender lo que conviene al interes de la nacion?|8.39
19demarzo/19demarzo_0611.wav|Vengase Vd. ahora con bromitas amenaceme con tocar las campanas sin mi permiso.|Vengase Usted ahora con bromitas amenaceme con tocar las campanas sin mi permiso.|5.5
19demarzo/19demarzo_0612.wav|¡Ah! agradezcame el muy tunante que no me cale ahora mismo el manteo y teja para ir en persona a contarle a Su Alteza que clase de pajarraco es usted|¡Ah! agradezcame el muy tunante que no me cale ahora mismo el manteo y teja para ir en persona a contarle a Su Alteza que clase de pajarraco es usted|8.76
19demarzo/19demarzo_0613.wav|con lo cual dicho se esta que el senor Patriarca me lo pondria de patitas en la calle. Pero no Sr. Santurrias|con lo cual dicho se esta que el senor Patriarca me lo pondria de patitas en la calle. Pero no Senor Santurrias|7.87
19demarzo/19demarzo_0614.wav|soy un hombre generoso y no ire no quiero quitarle el pan a un viudo con cuatro hijos.|soy un hombre generoso y no ire no quiero quitarle el pan a un viudo con cuatro hijos.|5.42
19demarzo/19demarzo_0615.wav|Perovengase Vd. ahora con bromitas diciendo que mi paisano aca y alla y que le van a arrastrar y repita aquello de «¡Viva Fernando Kirie eleyson! ¡Muera Godoy Christe eleyson!» con que me despierta todos los dias.|vengase Usted ahora con bromitas diciendo que mi paisano aca y alla y que le van a arrastrar y repita aquello de ¡Viva Fernando Kirie eleyson! ¡Muera Godoy Christe eleyson! con que me despierta todos los dias.|14.95
19demarzo/19demarzo_0616.wav|A este punto llegaba cuando advirtio que yo estaba delante y echandome los brazos al cuello me dijo: -Al fin hemos salido de dudas.|A este punto llegaba cuando advirtio que yo estaba delante y echandome los brazos al cuello me dijo: -Al fin hemos salido de dudas.|8.24
19demarzo/19demarzo_0617.wav|Todo era invencion de Santurrias. ¿Que hay por el pueblo? Estara la gente contentisima ¿no?|Todo era invencion de Santurrias. ¿Que hay por el pueblo? Estara la gente contentisima ¿no?|5.89
19demarzo/19demarzo_0618.wav|Ahora cuando salga el senor principe de la Paz a paseo supongo que le victorearan... ¡Ay! que susto me he llevado hijito.|Ahora cuando salga el senor principe de la Paz a paseo supongo que le victorearan... ¡Ay! que susto me he llevado hijito.|8.54
19demarzo/19demarzo_0619.wav|De veras crei que ibamos a tener un motin. ¡Un motin! ¿Sabes tu lo que es eso? En mi vida he visto tal cosa y sirvase Dios llevarme a su seno antes que lo vea.|De veras crei que ibamos a tener un motin. ¡Un motin! ¿Sabes tu lo que es eso? En mi vida he visto tal cosa y sirvase Dios llevarme a su seno antes que lo vea.|9.93
19demarzo/19demarzo_0620.wav|Un motin no es ni mas ni menos que salirse todos a la calle gritando viva esto o muera lo otro y romper alguna vidriera y hasta si se ofrece golpear a algun desgraciado.|Un motin no es ni mas ni menos que salirse todos a la calle gritando viva esto o muera lo otro y romper alguna vidriera y hasta si se ofrece golpear a algun desgraciado.|9.88
19demarzo/19demarzo_0621.wav|¡Que horror! Gracias a Dios no tendremos ahora nada de esto y sin duda la prudencia y tino de aquel hombre...|¡Que horror! Gracias a Dios no tendremos ahora nada de esto y sin duda la prudencia y tino de aquel hombre...|7.6
19demarzo/19demarzo_0622.wav|¿Sabes que estuve en su palacio a prevenirle de lo que pasaba y no me recibio?...|¿Sabes que estuve en su palacio a prevenirle de lo que pasaba y no me recibio?...|4.77
19demarzo/19demarzo_0623.wav|-Lo creo. En estos dias no tendra Su Alteza humor para recibir porque como dijo el otro no esta la Magdalena para|-Lo creo. En estos dias no tendra Su Alteza humor para recibir porque como dijo el otro no esta la Magdalena para|8.01
19demarzo/19demarzo_0624.wav|-Tal vez el tenga noticias de las picardias de Santurriasy de los otros perdidos con quien se junta en la taberna del tio|-Tal vez el tenga noticias de las picardias de Santurriasy de los otros perdidos con quien se junta en la taberna del tio|8.32
19demarzo/19demarzo_0625.wav|¿Pero en donde esta ese endemoniado sacristan? No parece por aqui porque sabe que le he de poner mas colorado que un pimiento riojano.|¿Pero en donde esta ese endemoniado sacristan? No parece por aqui porque sabe que le he de poner mas colorado que un pimiento riojano.|8.81
19demarzo/19demarzo_0626.wav|No habia acabado de decirlo cuando entreabriendose la puerta dejo ver los dientes la plegada y siempre risuena boca la exprimida cara y arrugada frente del sacristan.|No habia acabado de decirlo cuando entreabriendose la puerta dejo ver los dientes la plegada y siempre risuena boca la exprimida cara y arrugada frente del sacristan.|11.02
19demarzo/19demarzo_0627.wav|-Venga aca -exclamo D. Celestino con alborozo- venga el sapientisimo Sr. Santurrias presunto cardenal metropolitano|-Venga aca -exclamo Don Celestino con alborozo- venga el sapientisimo Senor Santurrias presunto cardenal metropolitano|8.74
19demarzo/19demarzo_0628.wav|venga aca para que nos ilustre con su saber para que nos aconseje con su prudencia. ¿Puede decirnos cuando es el viaje?|venga aca para que nos ilustre con su saber para que nos aconseje con su prudencia. ¿Puede decirnos cuando es el viaje?|7.93
19demarzo/19demarzo_0629.wav|Porque yo tengo para mi que la proclama de S. M. es una tineria y que credito merece el Rey de las Espanas de las Indias de Jerusalen de Rodas etc. cuando habla el Excmo. Sr. D. Gregorio de las Santurrias sacristan que fue de monjas Bernardas y hoy de mi parroquia.|Porque yo tengo para mi que la proclama de Su Majestad es una tineria y que credito merece el Rey de las Espanas de las Indias de Jerusalen de Rodas etc. cuando habla el Excmo. Senor Don Gregorio de las Santurrias sacristan que fue de monjas Bernardas y hoy de mi parroquia.|17.82
